HexagonNumber,HexandMonth,Month,Under20,20to29,30to39,40to49,50to59,60to69,70andabove,TotalNarcan,NarcanAdministered,Male,Female,MPDCalls,FEMSCalls,MedicalCalls,MiscCals,OverdoseCalls,PropertyCalls,QOLCalls,TrafficCalls,ViolentCalls,AverageTemperature,AverageHumidity,AveragePrecipitation,Unemployment
9,9-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.0045
9,9-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.009
9,9-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.009
9,9-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.009
9,9-9,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,2,0,37.4075,0.541428571,0.00025,0.087
9,9-10,10,0,0,0,0,0,0,0,0,0,0,0,54,22,27,14,0,11,24,8,7,37.4075,0.541428571,0.00025,0.165
9,9-11,11,0,0,0,0,0,0,0,0,0,0,0,186,172,219,17,7,33,82,59,52,37.4075,0.541428571,0.00025,0.165
9,9-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.221
10,10-1,1,0,0,0,0,0,0,0,0,0,0,0,184,44,47,42,1,33,105,68,30,37.4075,0.541428571,0.00025,0.1725
10,10-2,2,0,0,0,0,0,0,0,0,0,0,0,121,46,50,31,2,19,65,38,24,37.4075,0.541428571,0.00025,0.2435
10,10-3,3,0,0,0,0,0,0,0,0,0,0,0,166,34,43,45,1,13,98,51,13,37.4075,0.541428571,0.00025,0.22125
10,10-4,4,0,0,0,0,0,0,0,0,0,0,0,157,44,53,30,0,22,96,26,22,37.4075,0.541428571,0.00025,0.227
10,10-5,5,0,0,0,0,0,0,0,0,0,0,0,184,47,58,44,2,23,104,47,36,37.4075,0.541428571,0.00025,0.189666667
10,10-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
10,10-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
10,10-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.0045
10,10-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.014666667
10,10-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.009
10,10-11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,37.4075,0.541428571,0.00025,0.087
10,10-12,12,0,0,0,0,0,0,0,0,0,0,0,4,5,7,1,0,0,1,1,0,37.4075,0.541428571,0.00025,0.165
11,11-1,1,0,0,0,0,0,0,0,0,0,0,0,123,50,59,23,3,14,74,38,24,37.4075,0.541428571,0.00025,0.156
11,11-2,2,0,0,0,0,0,0,0,0,0,0,0,119,32,29,30,0,12,80,39,27,37.4075,0.541428571,0.00025,0.18625
11,11-3,3,0,0,0,0,0,0,0,0,0,0,0,117,13,12,32,0,21,65,39,11,37.4075,0.541428571,0.00025,0.147333333
11,11-4,4,0,0,0,0,0,0,0,0,0,0,0,161,55,66,37,0,25,88,37,24,37.4075,0.541428571,0.00025,0.2215
11,11-5,5,0,0,0,0,0,0,0,0,0,0,0,115,58,64,37,2,8,62,29,23,37.4075,0.541428571,0.00025,0.215
11,11-6,6,0,0,0,0,0,0,0,0,0,0,0,476,90,110,282,3,21,150,71,39,37.4075,0.541428571,0.00025,0.25
11,11-7,7,0,0,0,0,0,0,0,0,0,0,0,75,14,14,24,0,13,38,26,8,37.4075,0.541428571,0.00025,0.1685
11,11-8,8,0,0,0,0,0,0,0,0,0,0,0,22,1,1,1,0,1,20,19,0,37.4075,0.541428571,0.00025,0.069
11,11-9,9,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,3,10,9,2,37.4075,0.541428571,0.00025,0.069
11,11-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
11,11-11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
11,11-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
12,12-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.0175
12,12-2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,37.4075,0.541428571,0.00025,0.05825
12,12-3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,37.4075,0.541428571,0.00025,0.099
12,12-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.099
12,12-5,5,0,0,0,0,0,0,0,0,0,0,0,52,23,24,15,1,6,29,13,2,37.4075,0.541428571,0.00025,0.131666667
12,12-6,6,0,0,0,0,0,0,0,0,0,0,0,264,80,86,88,1,21,148,109,33,37.4075,0.541428571,0.00025,0.1935
12,12-7,7,0,0,0,0,0,0,0,0,0,0,0,203,53,59,41,2,21,133,51,30,37.4075,0.541428571,0.00025,0.16025
12,12-8,8,0,0,0,0,0,0,0,0,0,0,0,175,62,70,36,2,20,109,53,30,37.4075,0.541428571,0.00025,0.177333333
12,12-9,9,0,0,0,0,0,0,0,0,0,0,0,39,9,12,8,0,6,22,14,9,37.4075,0.541428571,0.00025,0.18
12,12-10,10,0,0,0,0,0,0,0,0,0,0,0,53,13,11,8,0,15,32,21,11,37.4075,0.541428571,0.00025,0.202
12,12-11,11,0,0,0,0,0,0,0,0,0,0,0,215,82,105,36,1,32,123,69,33,37.4075,0.541428571,0.00025,0.1565
12,12-12,12,0,0,0,0,0,0,0,0,0,0,0,29,4,3,6,0,3,21,17,10,37.4075,0.541428571,0.00025,0.107
13,13-1,1,0,0,0,0,0,0,0,0,0,0,0,25,9,11,8,0,8,7,6,2,37.4075,0.541428571,0.00025,0.069
13,13-2,2,0,0,0,0,0,0,0,0,0,0,0,56,10,15,8,0,16,27,16,4,37.4075,0.541428571,0.00025,0.107
13,13-3,3,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,4,4,0,37.4075,0.541428571,0.00025,0.069
13,13-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
13,13-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
13,13-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
13,13-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0
13,13-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.0175
13,13-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.074666667
13,13-10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.077666667
13,13-11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.11975
13,13-12,12,0,0,0,0,0,0,0,0,0,0,0,22,3,1,1,0,0,23,19,0,37.4075,0.541428571,0.00025,0.115
14,14-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4075,0.541428571,0.00025,0.221
